MSFT,TSLA,FB,NVDA,JPM,JNJ,HD,UNH,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,KO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BMY,CVS,IBM,AMT,AMGN,ISRG,PLD,MRNA,TGT,CAT,GM,LRCX,MMM,ADI,ADP,COP,F,LMT,MU,SYK,EL,GILD,MMC,MDLZ,PNC,XOM,BA,CME,CI,CCI,CSX,BDX,CL,FIS,ATVI,AON,USB,CB,FISV,COF,FCX
MSQ$0621220C,TSL$1219400C,FB$0921395C,UVA$0119210C,JPM$1220122C,JNJ$0719137C,HD$0621355C,WLP$0719295C,BAC$061921C,PCG$04195C,V$1121145C,MA$1220280C,AEQ$1221660C,PFE$061926C,NFL$0419445C,DIS$011988C,CYQ$082046C,ORQ$022052C,CRM$0119100C,KO$092049C,PRQ$0921460C,TMO$0321460C,ACN$0719140C,ABT$0321100C,PEP$0221136C,CVX$101975C,DH1$0521165C,LLY$0920148C,PYP$062190C,ABB$062097C,CCQ$012032.5C,INQ$062037.5C,NKE$0620110C,VZ$111952.5C,QAQ$0221110C,WFC$042134.5C,MCD$0821190C,IQU$1221790C,MRK$032080C,TXN$0719100C,PX$0220250C,MS$112195C,AMD$122090C,FPL$112046.25C,T$032137.0C,LOW$071960C,C$011932.5C,HN3$0621195C,UNP$0321195C,SHQ$032164.5C,MD1$071985C,PM$1219105C,UPS$0621140C,ANQ$051942C,BLK$0720660C,GS$1220230C,SQX$032185C,AXP$0221111C,FDX$0621390C,BMY$091945C,CVS$091972C,IBM$122090C,AMT$1121150C,AMQ$0620105C,AXQ$12201120C,,,TGT$0620117C,CAT$0621340C,GMU$121942C,LMQ$1221735C,MMM$1219120C,ADI$0719119C,AD1$1121250C,COP$032033C,F$08203.00C,LMT$0921390C,MU$071922C,SDQ$0521170C,EL$0619155C,GDQ$091974C,,KFT$111954.5C,PNC$072060C,XOM$032063C,BA$0720149C,CME$0320120C,CI$0719130C,,CSX$0621104C,BDX$0521265C,CL$022078C,,AQV$032058C,,USB$111962.5C,,FQV$0820114C,COF$0321119C,FCX$122120C
MSQ$0621225C,TSL$1219405C,FB$0921400C,UVA$0119215C,JPM$1220123C,JNJ$0719138C,HD$0621360C,WLP$0719300C,BAC$061922C,PCG$04197C,V$1121150C,MA$1220285C,AEQ$1221665C,PFE$061927C,NFL$0419450C,DIS$011989C,CYQ$082047C,ORQ$022053C,CRM$0119101C,KO$092050C,PRQ$0921465C,TMO$0321470C,ACN$0719145C,ABT$0321105C,PEP$0221137C,CVX$101980C,DH1$0521170C,LLY$0920149C,PYP$062195C,ABB$0321100C,CCQ$012037.5C,INQ$062054.5C,NKE$0620111C,VZ$111953.5C,QAQ$0221115C,WFC$042135.5C,MCD$0821195C,IQU$1221800C,MRK$032080.5C,TXN$0719102C,PX$0220260C,MS$112196C,AMD$122091C,FPL$112047.5C,T$032138.0C,LOW$071965C,C$011935.0C,HN3$0621200C,UNP$0321200C,SHQ$032165.5C,MD1$071988C,PM$1219110C,UPS$0621145C,ANQ$051943C,BLK$0720670C,GS$1220235C,SQX$032190C,AXP$0221112C,FDX$0621400C,BMY$091946C,CVS$091973C,IBM$122095C,AMT$1121155C,AMQ$0620110C,AXQ$1220195C,,,TGT$0620118C,CAT$0621350C,GMU$121943C,LMQ$1221740C,MMM$1219125C,ADI$0719120C,AD1$1121255C,COP$032034C,F$08203.5C,LMT$0921395C,MU$071923C,SDQ$0521175C,EL$0619160C,GDQ$091975C,,KFT$111955.5C,PNC$072065C,XOM$032064C,BA$0720150C,CME$0320125C,CI$0719135C,,CSX$0621105C,BDX$0521270C,CL$022079C,,AQV$032059C,,USB$111963.5C,,FQV$0820115C,COF$0321120C,FCX$122129C
MSQ$0621230C,TSL$1219410C,FB$0921405C,UVA$0119220C,JPM$1220124C,JNJ$0719139C,HD$0621365C,WLP$0719305C,BAC$061923C,PCG$04198C,V$1121155C,MA$1220290C,AEQ$1221670C,PFE$061928C,NFL$0419455C,DIS$011990C,CYQ$082048C,ORQ$022054C,CRM$0119102C,KO$092051C,PRQ$0921470C,TMO$0321480C,ACN$0719150C,ABT$0321107C,PEP$0221138C,CVX$101985C,DH1$0521175C,LLY$0920150C,PYP$1019100C,ABB$0321101C,CCQ$012038.5C,INQ$062055.5C,NKE$0620112C,VZ$111954.5C,QAQ$0221120C,WFC$042136.5C,MCD$0821200C,IQU$1221810C,MRK$032081C,TXN$0719103C,PX$0220270C,MS$112197C,AMD$122092C,FPL$112048.75C,T$032139.0C,LOW$071970C,C$011937.5C,HN3$0621205C,UNP$0321205C,SHQ$032168.5C,MD1$071989C,PM$1219115C,UPS$0621150C,ANQ$051944C,BLK$0720680C,GS$1220240C,SQX$032192C,AXP$0221113C,FDX$0621410C,BMY$091947C,CVS$0820100C,IBM$0119100C,AMT$1121160C,AMQ$0620115C,AXQ$1220200C,,,TGT$0620119C,CAT$0621360C,GMU$121944C,LMQ$1221745C,MMM$1219130C,ADI$0719121C,AD1$1121260C,COP$032035C,F$08204.00C,LMT$0921400C,MU$071924C,SDQ$0521180C,EL$0619165C,GDQ$091976C,,KFT$111956.5C,PNC$072070C,XOM$032065C,BA$0720155C,CME$0320130C,CI$0719140C,,CSX$0621106C,BDX$0521290C,CL$022080C,,AQV$032060C,,USB$111964.5C,,FQV$0820120C,COF$0321121C,FCX$122131C
MSQ$0621235C,TSL$1219415C,FB$0921410C,UVA$0119225C,JPM$1220125C,JNJ$0719140C,HD$0621370C,WLP$0719310C,BAC$061924C,PCG$122011C,V$1121160C,MA$1220295C,AEQ$1221675C,PFE$061929C,NFL$0419460C,DIS$011991C,CYQ$082049C,ORQ$022055C,CRM$0119103C,KO$092052C,PRQ$0921475C,TMO$0321490C,ACN$0719155C,ABT$0321108C,PEP$0221139C,CVX$101990C,DH1$0521180C,LLY$0920155C,PYP$1019101C,ABB$0321102C,CCQ$012039.5C,INQ$062056.5C,NKE$0620113C,VZ$111955.5C,QAQ$0221125C,WFC$042137.5C,MCD$0821205C,IQU$1221830C,MRK$032081.5C,TXN$0719104C,PX$0220280C,MS$112198C,AMD$122093C,FPL$112052.5C,T$032140.0C,LOW$071975C,C$011940.0C,HN3$0621210C,UNP$0321210C,SHQ$112183.5C,MD1$071990C,PM$1219120C,UPS$0621155C,ANQ$051945C,BLK$0720690C,GS$1220245C,SQX$032193C,AXP$0221114C,FDX$0621420C,BMY$091948C,CVS$0820105C,IBM$0119101C,AMT$1121165C,AMQ$0620120C,AXQ$1220210C,,,TGT$0620120C,CAT$062150C,GMU$121945C,LMQ$1221750C,MMM$1219135C,ADI$0719122C,AD1$1121265C,COP$032036C,F$08204.5C,LMT$0921405C,MU$071925C,SDQ$0521185C,EL$0619170C,GDQ$091977C,,KFT$111957.5C,PNC$072080C,XOM$032066C,BA$0720160C,CME$0320135C,CI$0719145C,,CSX$0621107C,BDX$0521295C,CL$022081C,,AQV$032061C,,USB$111965.5C,,FQV$0820125C,COF$0321122C,FCX$122132C
MSQ$0621240C,TSL$1219420C,FB$0921415C,UVA$0119230C,JPM$1220126C,JNJ$0719141C,HD$0621375C,WLP$0719315C,BAC$061925C,PCG$122012C,V$1121165C,MA$1220300C,AEQ$1221680C,PFE$061930C,NFL$0419465C,DIS$011992C,CYQ$082050C,ORQ$022056C,CRM$0119104C,KO$092053C,PRQ$0921480C,TMO$0321500C,ACN$0719160C,ABT$0321109C,PEP$0221140C,CVX$101995C,DH1$0521185C,LLY$0920160C,PYP$1019102C,ABB$0321103C,CCQ$012040.5C,INQ$062058.5C,NKE$0620114C,VZ$111956.5C,QAQ$0221130C,WFC$042138.5C,MCD$0821210C,IQU$1221840C,MRK$032082C,TXN$0719105C,PX$0220290C,MS$112199C,AMD$122094C,FPL$112057.5C,T$112115.0C,LOW$071980C,C$011941.0C,HN3$0621215C,UNP$0321215C,SHQ$112186.5C,MD1$071991C,PM$121950C,UPS$0621160C,ANQ$051946C,BLK$0720700C,GS$1220250C,SQX$032194C,AXP$0221115C,FDX$0621430C,BMY$091949C,CVS$0820110C,IBM$0119102C,AMT$1121170C,AMQ$0620125C,AXQ$1220220C,,,TGT$0620121C,CAT$062155C,GMU$121946C,LMQ$1221755C,MMM$1219140C,ADI$0719123C,AD1$1121270C,COP$032037C,F$08205.00C,LMT$0921410C,MU$071926C,SDQ$0521190C,EL$0619175C,GDQ$091980C,,KFT$111958.5C,PNC$072085C,XOM$032067C,BA$0720165C,CME$0320140C,CI$0719150C,,CSX$0621108C,BDX$0521300C,CL$022082C,,AQV$032062C,,USB$111966.5C,,FQV$0820130C,COF$0321123C,FCX$122134C
MSQ$0621245C,TSL$1219425C,FB$0921420C,UVA$0119235C,JPM$1220127C,JNJ$0719142C,HD$0621380C,WLP$0719320C,BAC$061926C,PCG$122013C,V$1121170C,MA$1220305C,AEQ$1221685C,PFE$061931C,NFL$0419470C,DIS$011993C,CYQ$082051C,ORQ$022057C,CRM$0119105C,KO$092054C,PRQ$0921485C,TMO$0321510C,ACN$0719165C,ABT$0321110C,PEP$0221141C,CVX$101996C,DH1$0521190C,LLY$0920165C,PYP$1019103C,ABB$0321104C,CCQ$012041.5C,INQ$062060.5C,NKE$0620115C,VZ$111957.5C,QAQ$0221135C,WFC$042139.5C,MCD$0821215C,IQU$1221850C,MRK$032082.5C,TXN$0719106C,PX$0220300C,MS$0821100C,AMD$122095C,FPL$112062.5C,T$112118.0C,LOW$071985C,C$011942.0C,HN3$0621220C,UNP$0321220C,SHQ$082165.5C,MD1$071992C,PM$121955C,UPS$0621165C,ANQ$051947C,BLK$0720710C,GS$1220255C,SQX$032195C,AXP$0221116C,FDX$0621440C,BMY$091950C,CVS$082030C,IBM$0119103C,AMT$1121175C,AMQ$0620130C,AXQ$1220230C,,,TGT$0620122C,CAT$062160C,GMU$121947C,LMQ$1221760C,MMM$1219141C,ADI$0719124C,AD1$1121275C,COP$032038C,F$08205.5C,LMT$0921415C,MU$071927C,SDQ$0521195C,EL$0619180C,GDQ$091985C,,KFT$111962.5C,PNC$072092C,XOM$032068C,BA$0720170C,CME$0320145C,CI$0719160C,,CSX$0621109C,BDX$0521310C,CL$022083C,,AQV$032063C,,USB$111967.5C,,FQV$0820135C,COF$0321124C,FCX$122145C
MSQ$0621250C,TSL$1219430C,FB$0921425C,UVA$0119240C,JPM$1220128C,JNJ$0719143C,HD$0621385C,WLP$0719325C,BAC$061927C,PCG$122014C,V$1121175C,MA$1220310C,AEQ$1221690C,PFE$061932C,NFL$0419475C,DIS$011994C,CYQ$082052C,ORQ$022058C,CRM$0119106C,KO$092055C,PRQ$0921490C,TMO$0321520C,ACN$0719170C,ABT$0321111C,PEP$0221142C,CVX$101997C,DH1$0521195C,LLY$0920170C,PYP$1019104C,ABB$0321105C,CCQ$012042.5C,INQ$062061.5C,NKE$0620120C,VZ$111958.5C,QAQ$0221136C,WFC$042140.5C,MCD$0821220C,IQU$1221870C,MRK$032083C,TXN$0719107C,PX$0220310C,MS$0821101C,AMD$122096C,FPL$112067.5C,T$112119.0C,LOW$071990C,C$011942.5C,HN3$0621235C,UNP$0321225C,SHQ$082166.5C,MD1$071993C,PM$121960C,UPS$0621170C,ANQ$051948C,BLK$0720720C,GS$1220260C,SQX$032196C,AXP$0221117C,FDX$0621450C,BMY$091951C,CVS$082035C,IBM$0119104C,AMT$1121180C,AMQ$0620135C,AXQ$1220240C,,,TGT$0620123C,CAT$062165C,GMU$121948C,LMQ$1221765C,MMM$1219142C,ADI$0719125C,AD1$1121280C,COP$032039C,F$08206.00C,LMT$0921420C,MU$071928C,SDQ$0521200C,EL$0619185C,GDQ$091990C,,KFT$102132.5C,PNC$072093C,XOM$032069C,BA$0720175C,CME$0320150C,CI$0719170C,,CSX$0621110C,BDX$0521320C,CL$022084C,,AQV$032064C,,USB$102127.5C,,FQV$0820140C,COF$0321125C,FCX$122147C
MSQ$0621255C,TSL$1219435C,FB$0921430C,UVA$0119245C,JPM$1220129C,JNJ$0719144C,HD$0621390C,WLP$0719330C,BAC$061928C,PCG$122017C,V$1121180C,MA$1220315C,AEQ$1221695C,PFE$061933C,NFL$0419480C,DIS$011995C,CYQ$082053C,ORQ$022059C,CRM$0119107C,KO$092056C,PRQ$0921495C,TMO$0321530C,ACN$0719175C,ABT$0321112C,PEP$0221143C,CVX$101998C,DH1$0521200C,LLY$0920175C,PYP$1019105C,ABB$0321106C,CCQ$012043.5C,INQ$062062.5C,NKE$0620125C,VZ$111959.5C,QAQ$0221137C,WFC$042141.5C,MCD$0821225C,IQU$1221880C,MRK$032083.5C,TXN$0719108C,PX$0619135C,MS$0821102C,AMD$122097C,FPL$112072.5C,T$112120.0C,LOW$071991C,C$011943.0C,HN3$0621240C,UNP$0321230C,SHQ$082168.5C,MD1$071994C,PM$121965C,UPS$0621175C,ANQ$051949C,BLK$0720730C,GS$1220265C,SQX$032197C,AXP$0221118C,FDX$1019100C,BMY$091952C,CVS$082040C,IBM$0119105C,AMT$1121185C,AMQ$0620140C,AXQ$1220250C,,,TGT$0620124C,CAT$062170C,GMU$121949C,LMQ$1221770C,MMM$1219143C,ADI$0719130C,AD1$1121290C,COP$032040C,F$08206.5C,LMT$0921425C,MU$071929C,SDQ$0521210C,EL$0619190C,GDQ$091995C,,KFT$102137.5C,PNC$072093.5C,XOM$032070C,BA$0720180C,CME$0320155C,CI$0719175C,,CSX$0621111C,BDX$0521330C,CL$022085C,,AQV$032065C,,USB$102132.5C,,FQV$0820145C,COF$0321126C,FCX$122155C
MSQ$0621260C,TSL$1219440C,FB$0921435C,UVA$011925C,JPM$1220130C,JNJ$0719145C,HD$0621395C,WLP$0719340C,BAC$061929C,PCG$12205C,V$1121185C,MA$1220320C,AEQ$1221700C,PFE$061934C,NFL$0419485C,DIS$011996C,CYQ$082054C,ORQ$022060C,CRM$0119108C,KO$092060C,PRQ$0921500C,TMO$0321540C,ACN$0719180C,ABT$0321113C,PEP$0221144C,CVX$101999C,DH1$0521210C,LLY$0920180C,PYP$1019106C,ABB$0321107C,CCQ$012044.5C,INQ$062064.5C,NKE$0620130C,VZ$111960.5C,QAQ$0221138C,WFC$042142.5C,MCD$0821230C,IQU$1221890C,MRK$032084C,TXN$0719109C,PX$0619140C,MS$0821103C,AMD$122098C,FPL$112077.5C,T$112121.0C,LOW$071992C,C$011944.0C,HN3$0621245C,UNP$0321235C,SHQ$082170.5C,MD1$071995C,PM$121970C,UPS$0621180C,ANQ$051951C,BLK$0720740C,GS$1220270C,SQX$032198C,AXP$0221119C,FDX$1019105C,BMY$091953C,CVS$082045C,IBM$0119106C,AMT$1121190C,AMQ$0620145C,AXQ$1220260C,,,TGT$0620125C,CAT$062175C,GMU$121950C,LMQ$1221775C,MMM$1219144C,ADI$0719135C,AD1$112195C,COP$032041C,F$08207.00C,LMT$0921430C,MU$071930C,SDQ$0521220C,EL$0619195C,GDQ$0820100C,,KFT$102142.5C,PNC$072095C,XOM$032075C,BA$0720185C,CME$0320160C,CI$0719180C,,CSX$0621112C,BDX$0521340C,CL$022086C,,AQV$032066C,,USB$102137.5C,,FQV$0820150C,COF$0321127C,FCX$012010C
MSQ$0621265C,TSL$1219445C,FB$0921440C,UVA$0119250C,JPM$1220131C,JNJ$0719146C,HD$0621400C,WLP$0719350C,BAC$061930C,PCG$12206C,V$1121190C,MA$1220325C,AEQ$1221705C,PFE$061935C,NFL$0419490C,DIS$011997C,CYQ$082055C,ORQ$022061C,CRM$0119109C,KO$092065C,PRQ$0921505C,TMO$0321550C,ACN$0719185C,ABT$0321114C,PEP$0221145C,CVX$0920100C,DH1$0521220C,LLY$0920185C,PYP$1019107C,ABB$0321108C,CCQ$012045.5C,INQ$062067.5C,NKE$062035C,VZ$111961.5C,QAQ$0221139C,WFC$042143.5C,MCD$0821235C,IQU$1221900C,MRK$032084.5C,TXN$0719110C,PX$0619145C,MS$0821104C,AMD$122099C,FPL$112082.5C,T$112122.0C,LOW$071993C,C$011945.0C,HN3$0621250C,UNP$0321240C,SHQ$082174.5C,MD1$071996C,PM$121971C,UPS$0621182.5C,ANQ$0921100C,BLK$0720750C,GS$1220275C,SQX$032199C,AXP$0221120C,FDX$1019110C,BMY$091954C,CVS$082050C,IBM$0119107C,AMT$1121195C,AMQ$0620150C,AXQ$1220270C,,,TGT$0620126C,CAT$062180C,GMU$032020C,LMQ$1221780C,MMM$1219145C,ADI$0719140C,AD1$0821100C,COP$032042C,F$08207.5C,LMT$0921435C,MU$071931C,SDQ$0521230C,EL$0619200C,GDQ$0820105C,,KFT$102147.5C,PNC$072096C,XOM$032080C,BA$0720190C,CME$0320165C,CI$0719185C,,CSX$0621115C,BDX$0521350C,CL$022087C,,AQV$032067C,,USB$102142.5C,,FQV$0820155C,COF$0321128C,FCX$012012C
MSQ$0621270C,TSL$121945C,FB$0921445C,UVA$0119255C,JPM$1220132C,JNJ$0719147C,HD$0621405C,WLP$0719360C,BAC$061931C,PCG$12208C,V$1121195C,MA$1220330C,AEQ$1221710C,PFE$061936C,NFL$0419495C,DIS$011998C,CYQ$082056C,ORQ$022062C,CRM$0119110C,KO$092070C,PRQ$0921510C,TMO$0321560C,ACN$0719190C,ABT$0321115C,PEP$0221146C,CVX$0920105C,DH1$0521230C,LLY$0920190C,PYP$1019108C,ABB$0321109C,CCQ$012046.5C,INQ$062072.5C,NKE$062040C,VZ$111962.5C,QAQ$0221140C,WFC$042144.5C,MCD$0821240C,IQU$1221910C,MRK$032085C,TXN$0719111C,PX$0619150C,MS$0821105C,AMD$011910C,FPL$112087.5C,T$112123.0C,LOW$071994C,C$011945.5C,HN3$0621255C,UNP$0321245C,SHQ$082175.5C,MD1$071997C,PM$121972C,UPS$0621185C,ANQ$0921105C,BLK$0720760C,GS$1220280C,SQX$1121100C,AXP$0221121C,FDX$1019115C,BMY$091955C,CVS$082055C,IBM$0119108C,AMT$1121200C,AMQ$0620155C,AXQ$1220280C,,,TGT$0620127C,CAT$062185C,GMU$032021C,LMQ$1221785C,MMM$1219146C,ADI$0719145C,AD1$0821105C,COP$032043C,F$08208.00C,LMT$0921440C,MU$071932C,SDQ$0521240C,EL$0619210C,GDQ$0820110C,,KFT$102152.5C,PNC$072096.5C,XOM$032085C,BA$0720195C,CME$0320170C,CI$0719190C,,CSX$0621120C,BDX$0219207.5C,CL$022090C,,AQV$032068C,,USB$102147.5C,,FQV$082050C,COF$0321129C,FCX$012016C
MSQ$0621275C,TSL$1219450C,FB$0921450C,UVA$0119260C,JPM$1220133C,JNJ$0719148C,HD$0621410C,WLP$0719370C,BAC$061932C,PCG$12209C,V$1121200C,MA$1220335C,AEQ$1221715C,PFE$061937C,NFL$0419500C,DIS$011999C,CYQ$082057C,ORQ$022065C,CRM$0119111C,KO$022125C,PRQ$0921515C,TMO$0321570C,ACN$0719195C,ABT$0321116C,PEP$0221147C,CVX$0920110C,DH1$0521240C,LLY$0920195C,PYP$1019109C,ABB$0321110C,CCQ$012047.5C,INQ$062077.5C,NKE$062045C,VZ$111963.5C,QAQ$0221141C,WFC$042145.5C,MCD$0821245C,IQU$1221920C,MRK$032085.5C,TXN$0719112C,PX$0619155C,MS$0821106C,AMD$011911C,FPL$112092.5C,T$112124.0C,LOW$071995C,C$011946.0C,HN3$0621260C,UNP$0321250C,SHQ$082176.5C,MD1$071998C,PM$121973C,UPS$0621187.5C,ANQ$0921110C,BLK$0720770C,GS$1220285C,SQX$1121101C,AXP$0221122C,FDX$1019116C,BMY$091956C,CVS$082056C,IBM$0119109C,AMT$1121205C,AMQ$0620160C,AXQ$1220290C,,,TGT$0620128C,CAT$062190C,GMU$032022C,LMQ$1221790C,MMM$1219147C,ADI$0719150C,AD1$0821110C,COP$032044C,F$08208.5C,LMT$0921445C,MU$071933C,SDQ$0521250C,EL$0619220C,GDQ$0820115C,,KFT$102157.5C,PNC$072097.5C,XOM$032090C,BA$0720200C,CME$0320175C,CI$0719195C,,CSX$0621125C,BDX$0219212.5C,CL$022095C,,AQV$032069C,,USB$102152.5C,,FQV$082055C,COF$0321130C,FCX$012025C
MSQ$0621280C,TSL$1219455C,FB$0921455C,UVA$0119265C,JPM$1220134C,JNJ$0719149C,HD$0621415C,WLP$0719380C,BAC$061933C,PCG$011912C,V$1121205C,MA$1220340C,AEQ$1221720C,PFE$061938C,NFL$0419510C,DIS$0621100C,CYQ$082058C,ORQ$022070C,CRM$0119112C,KO$022130C,PRQ$0921520C,TMO$0321580C,ACN$0719200C,ABT$0321117C,PEP$0221148C,CVX$0920115C,DH1$0521250C,LLY$0920200C,PYP$1019110C,ABB$0321111C,CCQ$012048.5C,INQ$032122.5C,NKE$062050C,VZ$111964.5C,QAQ$0221142C,WFC$042147.5C,MCD$0821250C,IQU$0120100C,MRK$032086C,TXN$0719113C,PX$0619160C,MS$0821107C,AMD$011912C,FPL$112097.5C,T$112125.0C,LOW$071996C,C$011946.5C,HN3$0621270C,UNP$0321255C,SHQ$082177.5C,MD1$071999C,PM$121974C,UPS$0621190C,ANQ$0921115C,BLK$0519310C,GS$1220290C,SQX$1121102C,AXP$0221123C,FDX$1019117C,BMY$091957C,CVS$082057C,IBM$0119110C,AMT$1121210C,AMQ$0620165C,AXQ$1220300C,,,TGT$0620129C,CAT$062195C,GMU$032023C,LMQ$1221795C,MMM$1219148C,ADI$071970C,AD1$0821115C,COP$032045C,F$08209.00C,LMT$0921450C,MU$071934C,SDQ$0521260C,EL$0619230C,GDQ$0820120C,,KFT$102162.5C,PNC$072098C,XOM$032095C,BA$0720205C,CME$0320180C,CI$0719200C,,CSX$0621130C,BDX$0219227.5C,CL$061950C,,AQV$032070C,,USB$102157.5C,,FQV$082060C,COF$0321131C,FCX$012026C
MSQ$0621285C,TSL$1219460C,FB$0921460C,UVA$0119270C,JPM$1220135C,JNJ$0719150C,HD$0621420C,WLP$1219135C,BAC$061934C,PCG$011914C,V$1121210C,MA$1220345C,AEQ$1221725C,PFE$061939C,NFL$0419520C,DIS$0621105C,CYQ$082059C,ORQ$022075C,CRM$0119113C,KO$022135C,PRQ$0921525C,TMO$0321590C,ACN$0719205C,ABT$0321118C,PEP$0221149C,CVX$0920120C,DH1$0521260C,LLY$0920210C,PYP$1019111C,ABB$0321112C,CCQ$012049.5C,INQ$032132.5C,NKE$062055C,VZ$111965.5C,QAQ$0221143C,WFC$081932.5C,MCD$0821255C,IQU$0120110C,MRK$032086.5C,TXN$0719114C,PX$0619165C,MS$0821108C,AMD$011913C,FPL$052137.5C,T$112125.5C,LOW$071997C,C$011947.0C,HN3$0621280C,UNP$0321260C,SHQ$082178.5C,MD1$0620100C,PM$121975C,UPS$0621192.5C,ANQ$0921119C,BLK$0519320C,GS$1220295C,SQX$1121103C,AXP$0221124C,FDX$1019118C,BMY$091960C,CVS$082058C,IBM$0119111C,AMT$1121215C,AMQ$0620170C,AXQ$1220310C,,,TGT$0620130C,CAT$1019100C,GMU$032024C,LMQ$1221800C,MMM$1219149C,ADI$071975C,AD1$0821120C,COP$032046C,F$08209.5C,LMT$0921455C,MU$071935C,SDQ$0521270C,EL$0521145C,GDQ$0820125C,,KFT$102167.5C,PNC$072098.5C,XOM$112020C,BA$0720210C,CME$0320185C,CI$0719210C,,CSX$0621135C,BDX$0219242.5C,CL$061955C,,AQV$032071C,,USB$102162.5C,,FQV$082065C,COF$0321132C,FCX$012030C
MSQ$0621290C,TSL$1219465C,FB$0921465C,UVA$0119275C,JPM$1220136C,JNJ$0719155C,HD$0621425C,WLP$1219140C,BAC$061935C,PCG$011921C,V$1121215C,MA$1220350C,AEQ$1221730C,PFE$061940C,NFL$0419530C,DIS$0621110C,CYQ$082060C,ORQ$022080C,CRM$0119114C,KO$022140C,PRQ$0921530C,TMO$0321600C,ACN$0719210C,ABT$0321119C,PEP$0221150C,CVX$0920125C,DH1$0521270C,LLY$0920220C,PYP$1019112C,ABB$0321113C,CCQ$012052.5C,INQ$032137.5C,NKE$062060C,VZ$111966.5C,QAQ$0221144C,WFC$081937.5C,MCD$0821260C,IQU$0120115C,MRK$032087C,TXN$0719115C,PX$0619170C,MS$0821109C,AMD$011914C,FPL$052142.5C,T$112126.0C,LOW$071998C,C$011947.5C,HN3$0621300C,UNP$0321270C,SHQ$121940.5C,MD1$0620101C,PM$121976C,UPS$0621195C,ANQ$0921122C,BLK$0519330C,GS$1220300C,SQX$1121104C,AXP$0221125C,FDX$1019119C,BMY$091965C,CVS$082059C,IBM$0119112C,AMT$1121220C,AMQ$0620175C,AXQ$1220320C,,,TGT$0620131C,CAT$1019101C,GMU$032025C,LMQ$1221805C,MMM$1219150C,ADI$071980C,AD1$0821125C,COP$032047C,F$02201.00C,LMT$0921460C,MU$071936C,SDQ$0521280C,EL$0521150C,GDQ$082035C,,KFT$102172.5C,PNC$072099.5C,XOM$112025C,BA$0720215C,CME$0320190C,CI$0719220C,,CSX$0621140C,BDX$0219247.5C,CL$061960C,,AQV$032072C,,USB$102167.5C,,FQV$082070C,COF$0321133C,FCX$01206C
MSQ$0621295C,TSL$1219470C,FB$0921470C,UVA$0119280C,JPM$1220137C,JNJ$0719160C,HD$0621430C,WLP$1219145C,BAC$061936C,PCG$011925C,V$1121220C,MA$1220355C,AEQ$1221735C,PFE$061941C,NFL$0419540C,DIS$0621115C,CYQ$082065C,ORQ$061923C,CRM$0119115C,KO$022142C,PRQ$0921535C,TMO$0321610C,ACN$0719220C,ABT$0321120C,PEP$0221155C,CVX$0920130C,DH1$0521280C,LLY$0920230C,PYP$1019113C,ABB$0321114C,CCQ$072017.5C,INQ$032142.5C,NKE$062065C,VZ$111967.5C,QAQ$0221145C,WFC$081939.5C,MCD$0821265C,IQU$0120120C,MRK$032087.5C,TXN$0719116C,PX$0619175C,MS$0821110C,AMD$011915C,FPL$052147.5C,T$112126.5C,LOW$071999C,C$011948.0C,HN3$0621310C,UNP$0321280C,SHQ$121942.5C,MD1$0620102C,PM$121977C,UPS$0621197.5C,ANQ$0921124C,BLK$0519340C,GS$1220305C,SQX$1121105C,AXP$0221126C,FDX$1019120C,BMY$091970C,CVS$082060C,IBM$0119113C,AMT$1121225C,AMQ$0620180C,AXQ$1220325C,,,TGT$0620132C,CAT$1019102C,GMU$032026C,LMQ$1221810C,MMM$1219155C,ADI$071985C,AD1$0821130C,COP$032048C,F$022010.0C,LMT$0921465C,MU$071937C,SDQ$0521290C,EL$0521155C,GDQ$082040C,,KFT$042127.5C,PNC$0519100C,XOM$112026C,BA$0720220C,CME$0320195C,CI$0719240C,,CSX$0621145C,BDX$0219272.5C,CL$061963C,,AQV$032073C,,USB$042127.5C,,FQV$082075C,COF$0321134C,FCX$01208C
