#NAME?,15/12/2018,,#NAME?,15/01/2019,,#NAME?,15/02/2019,,#NAME?,15/03/2019,,#NAME?,15/04/2019,,#NAME?,15/05/2019,,#NAME?,15/06/2019,,#NAME?,15/07/2019,,#NAME?,15/08/2019,,#NAME?,15/09/2019,,#NAME?,15/10/2019,,#NAME?,15/11/2019,,#NAME?,15/12/2019,,#NAME?,15/01/2020,,#NAME?,15/02/2020,,#NAME?,15/03/2020,,#NAME?,15/04/2020,,#NAME?,15/05/2020,,#NAME?,15/06/2020,,#NAME?,15/07/2020,,#NAME?,15/08/2020,,#NAME?,15/09/2020,,#NAME?,15/10/2020,,#NAME?,15/11/2020,,#NAME?,15/12/2020,,#NAME?,15/01/2021,,#NAME?,17/02/2021,,#NAME?,15/03/2021,,#NAME?,15/04/2021,,#NAME?,15/05/2021,,#NAME?,15/06/2021,,#NAME?,15/07/2021,,#NAME?,15/08/2021,,#NAME?,15/09/2021,,#NAME?,15/10/2021,,#NAME?,15/11/2021,
Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE
MU$011939C,0.5371,0.9,NFL$0219320C,0.5613,40,KO$031942C,0.1979,3.4,CYQ$041954C,,,CYQ$051952C,,,PFE$061944C,0.1533,0.08,MA$0719270C,0.1926,2.95,KO$081946C,0.1999,6.225,BAC$091937C,0.4929,0.02,HD$1019240C,0.1627,2.73,MSQ$1119117C,,,MSQ$1219140C,0.1614,8.95,CVS$012074C,,,CME$0220220C,0.1761,0.6,COF$032064C,,,COF$042053C,,,AQV$052071C,,,CAT$0620116C,,,SDQ$0720210C,0.3578,1.4,MMM$0820165C,0.3522,4.5,GMU$092037C,0.4602,0.03,CAT$1020144C,,,LOW$1120165C,0.3764,11.35,CCQ$122055C,0.2546,0.13,ACN$0121245C,0.2927,9.07,USB$022152C,,,BMY$032166C,,,UPS$0421175C,0.2711,2.37,UPS$0521190C,0.2552,1.85,VZ$062164C,,,INQ$072163C,,,CVX$0821120C,0.3038,0.13,CVX$092185C,0.2888,16.95,PG$1021175C,0.3495,0.19,PG$1121148C,,,V$1221220C,0.2851,5.05
SDQ$0119200C,0.3003,0.15,DIS$0219117C,,,PRQ$0319240C,0.2123,0.15,ORQ$041953C,,,ORQ$051961C,,,NFL$0619310C,0.3924,41.45,AEQ$0719290C,0.2898,4.88,PRQ$0819275C,0.1467,7.86,PG$0919137C,,,WLP$1019260C,0.2475,5.05,FB$1119215C,0.2953,0.34,FB$1219215C,0.2135,0.59,IBM$0120128C,,,CI$0220220C,0.2607,2.65,QX1$032043C,0.2776,0.12,QX1$042040C,0.4459,0.45,AOC$0520210C,0.4307,1.7,GMU$062035C,0.5868,0.01,EL$0720220C,0.3302,0.7,ADI$0820118C,,,LMQ$0920285C,0.5271,89.75,GMU$102038C,0.4851,0.16,C$112041.5C,,,INQ$122049.5C,,,ABT$0121116C,,,ACE$0221190C,0.4527,0.8,CVS$032174C,,,ANQ$0421165C,0.5254,0.07,ANQ$052180C,0.6407,54.45,QAQ$0621132C,,,NKE$0721133C,,,DH1$0821370C,0.6009,1.95,DH1$0921380C,0.3344,0.5,V$1021235C,0.1929,1.41,V$1121220C,0.2178,13,MA$1221310C,0.3013,60.96
EL$011995C,0.4361,40.25,CYQ$021950C,0.2584,0.07,TMO$0319320C,0.3683,0.1,CRM$0419146C,,,CRM$0519138C,,,DIS$0619130C,0.2387,4.75,PFE$071944C,0.1536,0.35,TMO$0819350C,0.2817,0.1,V$0919205C,,,BAC$101923.5C,,,JPM$1119124C,,,JPM$1219127C,,,AMT$0120235C,,,BDX$0220285C,,,MSQ$0320133C,,,MSQ$0420145C,0.5348,13.4,USB$052040C,0.4926,0.4,LMQ$0620270C,0.5678,15,GDQ$072073C,,,AD1$0820135C,0.4417,16.55,MMM$0920190C,0.242,0.14,LMQ$1020325C,0.4215,8.65,HN3$1120175C,0.3114,4.3,NKE$1220130C,0.3142,3.61,PEP$0121143C,,,FQV$0221116C,,,IBM$0321122C,,,BLK$0421620C,0.2816,99.9,BLK$0521660C,0.3704,159,WFC$062151C,,,VZ$072163C,,,LLY$0821255C,,,LLY$0921235C,,,MA$1021315C,0.3083,32.46,MA$1121315C,0.3092,38.2,AEQ$1221490C,0.5077,170.525
GDQ$011969C,,,ORQ$021951C,,,ACN$0319150C,0.2116,9.5,KO$041946C,0.1099,0.63,CE1$051949C,0.2029,,CYQ$061954C,,,NFL$0719325C,0.4687,27.47,ACN$0819210C,0.1515,0.225,MA$0919265C,0.2921,12.35,PG$1019138C,,,JNJ$1119126C,,,JNJ$1219131C,,,AMQ$0120240C,0.1697,3.2,CL$022074C,,,FB$0320132C,,,TSL$0420185C,1.2762,361.375,COF$052060C,0.7617,1.55,MMM$0620139C,,,KFT$072057C,,,COP$082043C,0.5112,2.19,ADI$0920120C,0.3283,3.9,MMM$1020175C,0.2294,2.7,UNP$1120215C,,,VZ$122064C,,,CVX$012186C,,,COF$0221116C,,,AMT$0321225C,,,GS$0421305C,0.3752,41.95,GS$0521315C,0.2455,24.65,MCD$0621235C,,,QAQ$0721135C,0.2444,4.75,PYP$0821270C,0.3585,30.26,PYP$0921275C,,,AEQ$1021480C,0.6282,182.625,AEQ$1121510C,0.3509,101.375,PFZ$122155C,0.3218,0.4
KFT$011944C,0.1944,1,CRM$0219138C,,,ABT$031979C,,,PRQ$0419250C,0.1392,0.22,PRQ$0519245C,0.1543,3.55,ORQ$061952C,,,DIS$0719141C,,,ABT$081986C,,,AEQ$0919270C,0.3755,21.62,V$1019200C,0.1836,0.08,HD$1119240C,0.1654,2.93,HD$1219225C,0.2124,14.04,AXQ$0120173.33C,1.4495,64.15,AQV$022066C,,,JPM$0320117C,,,FB$0420175C,0.4945,8,QX1$052044C,0.4146,0.04,ADI$0620116C,,,PNC$0720106C,,,LMT$0820335C,0.3532,34.75,AD1$0920135C,0.2817,6.8,ADI$1020116C,,,SHQ$112040.5C,,,QAQ$1220143C,,,DH1$0121270C,0.3916,0.54,FCX$022140C,0.637,0.42,AMQ$0321235C,0.2535,5.23,SQX$0421116C,,,SQX$0521118C,,,IQU$0621320C,0.5068,98.35,WFC$072150C,0.318,0.33,ABB$0821118C,,,ABB$0921121C,,,PFZ$102151C,,,PFZ$112150C,0.3421,0.07,NFL$1221475C,0.5336,204.725
PNC$0119102C,,,CE1$021947C,0.1868,1,PEP$0319117C,,,TMO$0419340C,0.3548,0.1,TMO$0519320C,0.1863,0.2,CRM$0619140C,0.4075,17.2,CYQ$071955C,0.2103,2.06,PEP$0819125C,0.1748,9.3,PFE$091942C,0.2911,0.01,MA$1019270C,0.2363,11.55,WLP$1119265C,,,WLP$1219290C,0.2244,3.85,TGT$0120120C,0.2472,8.3,AOC$0220270C,0.4516,0.5,JNJ$0320121C,,,JPM$042079C,,,MSQ$0520205C,,,AD1$0620136C,,,XOM$072046C,,,MU$082051C,,,COP$092043C,0.3898,1.19,AD1$1020132C,,,MD1$1120116C,,,WFC$122036C,,,LLY$0121205C,,,QX1$022157C,,,TGT$0321200C,0.3691,4.15,AXP$0421140C,0.32,10.46,AXP$0521145C,0.2621,5.6,MRK$062171.5C,,,MCD$0721235C,,,CCQ$082164C,,,CCQ$092164C,,,NFL$1021490C,0.3697,94.1,NFL$1121525C,0.3508,104.6,DIS$1221146C,,
XOM$011974C,,,PRQ$0219230C,0.1732,0.22,CVX$0319118C,,,ACN$0419205C,,,ACN$0519185C,0.1186,0.8,KO$061944C,0.2264,5.325,ORQ$071962C,,,CVX$0819121C,,,NFL$0919280C,0.4107,26.5,AEQ$1019270C,0.3124,16.38,BAC$111939C,,,BAC$121940C,,,CAT$0120136C,,,USB$022062C,,,HD$0320155C,0.2206,89.925,JNJ$0420131C,,,TSL$0520190C,1.9502,540.475,COP$062045C,0.5599,1.12,BA$0720139C,,,SDQ$0820210C,0.3372,1.65,LMT$0920340C,0.316,52.1,COP$102041C,0.4359,0.125,PM$112076C,,,MCD$1220220C,0.2132,3,PYP$0121240C,0.3592,3.5,MSQ$0221245C,0.3116,0.78,CAT$0321230C,0.2962,0.5,FDX$0421280C,0.4428,10.25,FDX$0521300C,0.2364,4.35,TXN$0621205C,,,IQU$0721400C,0.3141,71.25,INQ$082158.5C,,,INQ$092147.5C,0.2842,6.05,DIS$1021155C,0.3055,28.22,DIS$1121139C,,,CYQ$122160C,0.2658,0.67
BA$0119310C,0.3532,21.75,TMO$0219300C,0.379,0.15,LLY$0319121C,,,ABT$041981C,,,ABT$051979C,,,PRQ$0619255C,0.2076,2.66,CRM$0719160C,0.2776,2.16,DH1$0819185C,0.4165,0.1,DIS$0919129C,,,PFE$101942C,0.2039,0.02,PG$1119130C,0.2213,0.29,PG$1219130C,0.1407,0.13,GMU$012039C,0.2113,0.18,ACE$0220190C,0.3515,0.15,WLP$0320265C,,,HD$0420215C,0.5994,8.2,FB$0520225C,0.4361,0.18,LMT$0620325C,0.3194,37.05,CME$0720190C,0.3451,1.9,EL$0820240C,0.3509,0.5,MU$092052C,,,LMT$1020335C,0.3916,58,UPS$1120160C,0.4089,17.73,IQU$1220300C,0.4526,59.35,ABB$0121116C,,,TSL$0221565C,0.8926,294,GMU$032154C,,,BMY$042167C,,,BMY$052169C,,,PX$0621340C,0.2342,0.4,MRK$072173C,,,NKE$0821195C,0.2642,0.05,NKE$0921185C,0.1969,0.45,CYQ$102155C,0.205,3.05,CYQ$112160C,0.2184,0.27,ORQ$122170C,0.4987,24.125
CME$0119160C,0.2313,27.1,ACN$0219143C,,,PYP$0319130C,0.4575,0.03,PEP$0419119C,,,PEP$0519123C,,,TMO$0619350C,0.3745,0.1,KO$071943C,0.3207,8.475,LLY$0819117C,,,CYQ$091954C,,,NFL$1019270C,0.4396,28.25,V$1119205C,0.2258,0.09,V$1219210C,0.2046,0.03,LMQ$0120275C,0.2888,17.76,FQV$022095C,0.3641,23.8,BAC$032020.5C,,,WLP$0420270C,0.727,23.78,JPM$052085C,0.6063,9.77,MU$062049C,0.5336,1.34,CI$0720185C,0.4828,10.8,GDQ$082075C,0.3482,4.6,SDQ$0920240C,0.3866,0.2,MU$102055C,0.4481,0.98,ANQ$112051C,,,MRK$122075.5C,,,CCQ$012158C,,,FB$0221265C,0.4571,8.05,LMQ$0321430C,0.6713,158.025,CVS$042176C,,,CVS$052177C,,,MS$062185C,0.2833,3.55,TXN$0721205C,,,VZ$082163C,,,VZ$092163C,,,ORQ$102187C,,,ORQ$112184C,,,CRM$1221252.5C,,
CI$0119185C,0.3404,19.8,ABT$021975C,0.2115,0.01,ABB$031979C,,,CVX$0419118C,,,CVX$0519117C,,,ACN$0619210C,0.2409,0.05,PRQ$0719270C,0.1557,1.7,PYP$0819117C,,,ORQ$091952C,,,DIS$1019121C,,,MA$1119270C,0.2495,12.88,MA$1219280C,0.1746,7.24,MMM$0120200C,0.2308,0.02,COF$0220120C,0.2565,0.08,PG$0320128C,,,BAC$042018.5C,,,JNJ$0520148C,,,SDQ$0620210C,0.3462,0.5,CCI$0720190C,0.3254,0.45,KFT$082059C,,,EL$0920250C,0.315,0.4,SDQ$1020250C,0.324,0.05,BLK$1120580C,0.2799,64.1,TXN$1220160C,0.2607,3.85,INQ$012170C,0.4827,0.01,JPM$0221126C,,,MMM$0321205C,,,IBM$0421130C,0.2137,2.5,IBM$0521131C,,,AMD$062177C,,,PX$0721340C,0.5751,5,QAQ$0821142C,,,QAQ$0921140C,0.2384,8.8,CRM$1021255C,,,CRM$1121272.5C,,,KO$122152C,,
CCI$011977.5C,0.9303,38.3,PEP$0219117C,,,CCQ$031950C,0.4412,0.02,LLY$0419121C,,,DH1$051995C,0.214,35.65,ABT$061982C,,,TMO$0719350C,0.2846,0.1,ABB$081971C,,,CRM$0919141C,,,CYQ$101956C,,,AEQ$1119280C,0.2761,9.05,AEQ$1219295C,0.2341,9,ADI$0120118C,,,FCX$022014.5C,,,V$0320140C,0.4481,70.525,PG$042092.5C,,,HD$0520245C,0.4197,0.36,EL$0620210C,0.3595,0.2,BDX$0720350C,0.6178,0.25,PNC$0820112C,,,GDQ$092072C,,,EL$1020250C,0.2968,0.47,GS$1120225C,0.3576,3.5,PX$1220290C,0.2382,0.38,NKE$0121136C,,,JNJ$0221175C,0.2533,0.9,ADI$0321145C,0.4177,16.45,AMT$0421245C,,,AMT$0521240C,0.2071,9,FPL$062177.5C,0.2209,0.55,MS$072185C,0.2954,6.74,WFC$082151C,,,WFC$092154C,,,KO$102154C,,,KO$112153C,,,PRQ$1221450C,0.3075,72.65
BDX$0119255C,,,CVX$0219117C,,,INQ$031952.5C,0.2146,0.75,PYP$0419117C,,,LLY$0519117C,,,PEP$0619127C,,,ACN$0719220C,0.2617,0.1,CCQ$081951C,,,KO$091946C,0.4347,7.82,ORQ$101961C,,,PFE$111942C,0.2623,0.03,PFE$121941C,0.1785,0.01,AD1$0120165C,0.17,5.55,QX1$022044C,0.3612,0.05,MA$0320265C,0.341,76.25,V$0420160C,0.5448,17,WLP$0520295C,,,GDQ$062079C,,,CL$072076C,,,XOM$082049C,,,MMC$092095C,0.2462,21.4,GDQ$102069C,,,SQX$112081C,,,MS$122061C,,,VZ$012162C,,,HD$0221270C,0.235,7.45,AD1$0321205C,,,AMQ$0421250C,0.2116,1.32,AMQ$0521245C,0.217,10.22,T$062130.5C,,,AMD$072176C,,,MCD$0821240C,0.1681,3.75,MCD$0921240C,0.1415,2.53,PRQ$1021375C,0.419,86.625,PRQ$1121420C,0.1489,31.04,TMO$1221590C,0.2719,47.65
CL$011965C,0.2217,1.83,LLY$0219117C,,,NKE$031982C,,,ABB$041983C,,,PYP$0519117C,,,CVX$0619120C,0.1884,3.22,ABT$071986C,,,INQ$081954C,,,PRQ$0919295C,0.1956,0.74,CRM$1019133C,,,NFL$1119280C,0.5224,19.36,NFL$1219280C,0.3148,16.61,COP$012066C,,,MSQ$0220205C,,,AEQ$0320305C,0.3765,75.6,MA$0420255C,0.6613,24.65,BAC$052020.5C,,,KFT$062058C,,,FIS$0720180C,0.9956,4.5,BA$0820147C,,,KFT$092062C,,,KFT$102063C,,,AXP$1120116C,,,AMD$1220116C,,,QAQ$0121145C,0.3553,8.6,WLP$0221310C,0.3464,21.89,COP$032154C,,,TGT$0421215C,,,TGT$0521220C,0.2879,2.6,LOW$0621205C,,,FPL$072187.5C,0.3162,0.08,IQU$0821435C,,,IQU$0921460C,0.3696,82.8,TMO$1021540C,0.2404,29.35,TMO$1121580C,0.222,17.3,ACN$1221325C,0.363,45.7
AQV$011952C,,,PYP$021979C,,,VZ$031962C,,,CCQ$041947C,,,ABB$051978C,,,LLY$0619117C,,,PEP$0719135C,0.1625,2.15,NKE$081984C,,,ACN$0919215C,,,KO$101952C,,,DIS$1119126C,,,DIS$1219138C,,,LMT$0120355C,0.1936,31.95,TSL$0220190C,0.8718,328.425,PFE$032038C,0.1625,0.39,AEQ$0420305C,0.6658,28.6,PG$0520113C,,,PNC$062092C,,,AQV$072077C,,,CME$0820195C,0.289,0.42,PNC$0920107C,,,PNC$1020111C,,,FDX$1120265C,,,FPL$122072.5C,0.3103,5.2,WFC$012139C,,,BAC$022139C,0.347,0.11,F$03219.5C,,,CAT$0421235C,,,CAT$0521240C,0.2721,5.1,C$062172.0C,,,T$072129.5C,,,MRK$082174.5C,,,MRK$092175.5C,,,ACN$1021305C,0.352,41.1,ACN$1121320C,0.2186,22.7,ABT$1221128C,,
AOC$0119180C,0.3254,0.45,ABB$021980C,0.326,6.5,QAQ$031954C,,,INQ$041952.5C,0.204,2.23,CCQ$051949C,,,PYP$0619117C,,,CVX$0719129C,,,VZ$081964C,,,ABT$091981C,,,PRQ$1019280C,0.2495,15.8,CYQ$111960C,0.4014,0.03,CYQ$121954C,,,MU$012053C,,,FB$0220225C,0.2866,6,NFL$0320305C,0.3888,76.4,PFE$042040C,0.3515,0.04,V$0520205C,0.3735,0.49,XOM$062051C,,,AOC$0720230C,0.3924,0.25,CI$0820185C,0.3948,8.5,XOM$092043C,,,XOM$102042C,,,BMY$112061C,,,T$122029.0C,0.1849,0.49,MCD$0121220C,0.2146,2.8,PG$0221142C,,,LMT$0321310C,0.2579,29.3,GMU$042162C,,,GMU$052158C,,,HN3$0621175C,0.4508,52.7,LOW$0721210C,0.2271,0.28,TXN$0821205C,,,TXN$0921210C,0.202,0.24,ABT$1021121C,,,ABT$1121120C,0.1946,2.14,PEP$1221195C,0.3053,0.135
USB$011953C,,,CCQ$021943C,,,WFC$031956C,,,NKE$041982C,,,INQ$051943.5C,,,ABB$061978C,,,LLY$0719120C,0.2246,0.72,QAQ$081973C,,,PEP$0919129C,,,TMO$1019350C,0.2321,0.1,ORQ$111961C,,,ORQ$121962C,,,SDQ$0120230C,0.2133,0.15,JPM$0220131C,,,DIS$0320117C,,,NFL$0420365C,0.6564,17.1,MA$0520270C,0.5154,11.3,BA$0620141C,,,USB$072042C,,,CCI$0820190C,0.2844,0.76,BA$0920123C,,,BA$1020141C,,,CVS$112065C,0.3305,0.42,LOW$1220148C,,,IQU$0121305C,,,V$0221225C,0.2823,1.16,MU$032159C,,,LMQ$0421505C,0.4408,45.025,LMQ$0521465C,0.548,185.475,UNP$0621225C,0.2076,6.83,C$072166.5C,,,PX$0821370C,0.6922,5,PX$0921370C,0.453,2.15,PEP$1021148C,,,PEP$1121170C,0.1272,0.18,CVX$1221116C,,
ACE$011990C,0.7497,38.5,INQ$021944.5C,,,MCD$0319210C,0.2356,0.03,VZ$041964C,,,NKE$051983C,,,CCQ$061955C,0.3232,0.01,PYP$0719121C,,,WFC$081953C,,,CVX$0919120C,0.2194,1.82,ACN$1019215C,,,CRM$1119144C,,,CRM$1219146C,,,EL$0120250C,0.3016,0.1,JNJ$0220140C,0.1877,7.92,CYQ$032042C,,,DIS$0420130C,0.6472,0.9,AEQ$0520325C,0.4466,21.1,CME$0620195C,0.3006,2.25,ACE$072095C,0.5589,33.9,BDX$0820300C,0.2998,1.25,CME$0920190C,0.2338,0.36,CME$1020190C,0.1817,0.17,IBM$1120116C,,,C$122051.0C,,,MRK$012177C,,,MA$0221310C,0.3242,22.35,SDQ$0321280C,0.26,0.35,MMM$0421210C,0.2674,0.71,MMM$0521215C,,,SHQ$062180C,0.2834,0.4,HN3$0721210C,0.2482,14.39,MS$0821135C,0.4956,0.04,MS$0921130C,0.3312,0.07,CVX$1021120C,0.3101,0.05,CVX$1121116C,,,DH1$1221315C,,
COF$011979C,,,NKE$021981C,,,IQU$0319290C,0.3643,0.15,QAQ$041955C,0.2706,1.6,VZ$051961C,,,INQ$061945.5C,,,ABB$071983C,,,MCD$0819230C,0.1594,0.26,LLY$0919117C,,,ABT$101977C,,,KO$111944C,0.3705,9.65,KO$121954C,,,GDQ$012069C,,,HD$0220245C,0.1593,0.19,ORQ$032049C,,,CYQ$042046C,,,PFE$052041C,0.2876,0.05,CI$0620190C,0.4008,7.65,COF$072067C,,,CL$082078C,,,CI$0920175C,0.3347,12.375,CI$1020185C,0.3731,2.2,AMT$1120240C,0.3221,9,HN3$1220200C,0.2494,7,TXN$0121190C,0.295,0.2,AEQ$0221410C,0.3544,53.14,EL$0321340C,0.2745,0.45,ADI$0421146C,,,ADI$0521160C,0.2784,5.97,MD1$0621126C,,,UNP$0721225C,0.1705,3.6,AMD$0821116C,,,AMD$0921116C,,,DH1$1021330C,0.214,5.2,DH1$1121295C,,,LLY$1221260C,0.2716,8.5
QX1$011936C,0.352,0.03,VZ$021961C,,,MRK$031974.5C,,,WFC$041956C,,,QAQ$051978C,,,NKE$061981C,,,CCQ$071932.5C,0.4826,9.55,IQU$0819210C,0.412,73.05,PYP$0919117C,,,PEP$1019130C,0.1946,7.6,PRQ$1119285C,0.2035,15.88,PRQ$1219285C,0.2393,23,KFT$012059C,,,WLP$0220290C,0.2749,18.3,CRM$0320132C,,,ORQ$042052C,,,NFL$0520385C,0.6597,46.5,CCI$0620185C,0.379,0.25,FCX$07209C,0.6996,1.5,FIS$0820180C,0.5785,1.2,CCI$0920185C,0.2244,0.2,CCI$1020190C,0.2999,0.17,AMQ$1120235C,0.3323,9.7,UNP$1220215C,,,PX$0121300C,0.2881,0.15,NFL$0221450C,0.4561,63.65,GDQ$032169C,,,AD1$0421205C,,,AD1$0521210C,0.2053,0.475,PM$062180C,0.4568,18.15,SHQ$072195C,0.2892,,FPL$082182.5C,0.1902,0.19,FPL$092182.5C,0.1774,2.12,LLY$1021235C,,,LLY$1121250C,0.254,3.25,PYP$1221205C,,
MSQ$0119120C,0.2687,0.4,QAQ$021952C,,,TXN$0319117C,,,MCD$0419210C,0.1701,0.01,WFC$051956C,,,VZ$061961C,,,INQ$071960C,0.3332,0.02,MRK$081976.5C,,,ABB$091973C,,,CVX$1019117C,,,TMO$1119370C,0.3419,0.05,TMO$1219380C,0.2715,0.05,PNC$0120138C,,,BAC$022040C,0.2186,0.02,KO$032049C,,,CRM$0420143C,,,DIS$0520117C,,,BDX$0620300C,0.2899,0.45,QX1$072054C,,,AQV$082072C,,,BDX$0920250C,0.2463,14.2,BDX$1020260C,0.2701,0.75,TGT$1120150C,0.3684,15.56,SHQ$122055C,0.3498,,MS$012169C,,,DIS$0221148C,,,MMC$032195C,0.2686,22.05,COP$042151C,,,COP$052152C,,,UPS$0621197.5C,,,MD1$0721127C,,,T$082129.0C,0.1819,0.38,T$092130.0C,0.1524,0.06,PYP$1021260C,0.306,24.6,PYP$1121220C,0.4083,50.18,ABB$1221120C,0.1923,1.49
FB$0119129C,,,WFC$021954C,,,PX$0319200C,0.2939,0.1,IQU$0419300C,0.2265,0.1,MCD$0519215C,,,QAQ$061969C,,,NKE$071986C,,,TXN$0819121C,,,CCQ$091954C,,,DH1$1019185C,0.9689,4.8,ACN$1119215C,0.2376,0.1,ACN$1219220C,0.2009,0.2,XOM$012073C,,,PG$0220140C,0.1558,0.03,PRQ$0320285C,0.2624,34.7,KO$042046C,,,CYQ$052049C,0.3545,0.15,CL$062075C,0.1865,0.135,MSQ$0720225C,,,AOC$0820220C,0.2731,1.35,CL$092081C,,,CL$102080C,0.2145,0.86,CAT$1120165C,0.367,5.04,MD1$1220116C,,,AMD$0121116C,,,CYQ$022148C,0.2805,0.55,KFT$032162C,,,F$04219.00C,0.6192,4.1,LMT$0521335C,0.336,56.9,ANQ$0621122C,,,PM$072170C,0.9021,30.85,LOW$0821205C,,,LOW$0921215C,,,ABB$1021116C,,,ABB$1121116C,,,CCQ$122158C,,
JPM$0119125C,0.3073,0.03,MCD$0219205C,,,MS$031946C,0.2396,0.1,MRK$041973.5C,,,IQU$0519195C,0.4214,66.6,WFC$061955C,0.2574,0.02,VZ$071964C,,,PX$0819250C,0.3276,0.15,INQ$091970C,0.5722,0.03,LLY$1019117C,,,ABT$111982C,,,ABT$121983C,,,BA$0120295C,0.3021,47.875,V$0220220C,0.1747,0.08,TMO$0320370C,0.1555,0.25,PRQ$0420290C,0.5795,19.98,ORQ$052060C,0.2925,0.15,FIS$0620180C,,,TSL$0720355C,1.334,636.275,USB$082043C,,,FIS$0920180C,0.867,4.8,FIS$1020180C,0.2939,2.25,GMU$112043C,,,PM$122077C,,,FPL$012167.5C,0.3067,7.8,ORQ$022170C,0.2432,0.14,PNC$0321165C,0.3382,8.1,LMT$0421335C,0.225,15.9,MU$052164C,,,BLK$0621620C,0.5976,238.45,UPS$0721197.5C,,,C$082166.5C,,,C$092167.0C,,,CCQ$102163C,,,CCQ$112160C,0.2276,0.16,INQ$122145.5C,,
JNJ$0119124C,,,IQU$0219280C,0.5476,0.55,AMD$031916.5C,,,TXN$0419117C,,,MRK$051972.5C,0.2256,,MCD$0619220C,0.1436,0.03,QAQ$071977C,,,MS$081945C,0.2427,1.11,NKE$091983C,,,PYP$1019117C,,,PEP$1119128C,,,PEP$1219129C,,,CME$0120215C,,,MA$0220305C,0.2235,13.25,ACN$0320127C,,,TMO$0420390C,0.54,0.8,CRM$0520172.5C,,,AQV$062074C,,,FB$0720245C,0.3486,3.68,ACE$082090C,0.412,42.35,AQV$092081C,,,AQV$102082C,,,LMQ$1120360C,0.4953,25.15,UPS$1220170C,0.2714,3.3,T$012129.5C,,,CRM$0221217.5C,,,XOM$032158C,,,MU$0421116C,,,SDQ$0521290C,0.3608,2.25,GS$0621325C,0.2856,45,ANQ$0721127C,,,HN3$0821225C,,,HN3$0921215C,,,INQ$102165C,0.2863,0.03,INQ$112152.5C,0.3101,2.88,NKE$1221190C,0.2983,0.76
HD$0119180C,0.2524,2.79,MRK$021971.5C,,,T$031929.5C,,,PX$0419210C,0.2684,0.1,TXN$0519117C,,,IQU$0619225C,,,WFC$071960C,0.3779,0.02,AMD$081937C,0.5668,1,VZ$091964C,,,ABB$101977C,,,CVX$1119119C,,,CVX$1219117C,,,CI$0120200C,0.2358,3.95,AEQ$0220330C,0.208,20.08,ABT$032073C,,,ACN$0420170C,0.6495,8.91,KO$052047C,,,AOC$0620200C,0.3043,4.1,JPM$0720117C,,,FQV$0820120C,0.3922,0.35,AOC$0920230C,0.2746,0.25,AOC$1020240C,0.2843,0.25,MMM$1120175C,0.3027,3.05,ANQ$122074C,,,LOW$0121185C,0.289,0.35,KO$022152C,,,BA$0321255C,0.4787,1.45,SDQ$0421300C,0.7113,4.3,EL$0521340C,0.2383,0.8,SQX$0621116C,,,BLK$0721590C,0.7045,292.45,UNP$0821230C,0.1987,1.66,UNP$0921215C,0.2141,13.2,NKE$1021144C,,,NKE$1121170C,0.2055,0.66,VZ$122158C,,
